Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,%NA_Sales,%EU_Sales,%JP_Sales,%Other_Sales,Cluster,pca1,pca2
7796,Super Robot Taisen: Scramble Commander,PS2,2003,Strategy,Banpresto,0.0,0.0,0.19,0.0,0.19,2000,0.0,0.0,1.0,0.0,1,0.9053938490871125,-0.11813348991381564
7812,Mace Griffin: Bounty Hunter,PS2,2003,Shooter,Electronic Arts,0.09,0.07,0.0,0.02,0.19,2000,0.47368421052631576,0.368421052631579,0.0,0.10526315789473684,2,-0.23002399997742212,0.16363907694916888
7813,Legacy of Kain: Defiance,XB,2003,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19,2000,0.736842105263158,0.21052631578947367,0.0,0.05263157894736842,0,-0.3555217208224867,-0.11473965885013983
7820,Aliens versus Predator: Extinction,PS2,2003,Strategy,Electronic Arts,0.09,0.07,0.0,0.02,0.19,2000,0.47368421052631576,0.368421052631579,0.0,0.10526315789473684,2,-0.23002399997742212,0.16363907694916888
7827,NHL Hitz Pro,PS2,2003,Sports,Midway Games,0.09,0.07,0.0,0.02,0.19,2000,0.47368421052631576,0.368421052631579,0.0,0.10526315789473684,2,-0.23002399997742212,0.16363907694916888
7852,Jampack: Summer 2003 (RP-T),PS2,2003,Misc,Sony,0.09,0.07,0.0,0.02,0.19,2000,0.47368421052631576,0.368421052631579,0.0,0.10526315789473684,2,-0.23002399997742212,0.16363907694916888
7893,Hulk,GC,2003,Action,Universal Interactive,0.15,0.04,0.0,0.01,0.19,2000,0.7894736842105263,0.21052631578947367,0.0,0.05263157894736842,0,-0.386222112685257,-0.14540472845195587
7963,Robin Hood: Defender of the Crown,PS2,2003,Strategy,Capcom,0.09,0.07,0.0,0.02,0.19,2000,0.47368421052631576,0.368421052631579,0.0,0.10526315789473684,2,-0.23002399997742212,0.16363907694916888
7965,R-Type Final,PS2,2003,Shooter,Metro 3D,0.09,0.07,0.0,0.02,0.19,2000,0.47368421052631576,0.368421052631579,0.0,0.10526315789473684,2,-0.23002399997742212,0.16363907694916888
7976,Harry Potter: Quidditch World Cup,XB,2003,Sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19,2000,0.736842105263158,0.21052631578947367,0.0,0.05263157894736842,0,-0.3555217208224867,-0.11473965885013983
7991,EverQuest Online Adventures: Frontiers,PS2,2003,Role-Playing,Sony Online Entertainment,0.09,0.07,0.0,0.02,0.19,2000,0.47368421052631576,0.368421052631579,0.0,0.10526315789473684,2,-0.23002399997742212,0.16363907694916888
8006,Sports Illustrated for Kids: Football,GBA,2003,Sports,BAM! Entertainment,0.13,0.05,0.0,0.0,0.18,2000,0.7222222222222223,0.2777777777777778,0.0,0.0,0,-0.3553138554955999,-0.059664825129242066
8009,.hack//Quarantine Part 4: The Final Chapter,PS2,2003,Role-Playing,Atari,0.09,0.07,0.0,0.02,0.18,2000,0.5,0.38888888888888895,0.0,0.11111111111111112,2,-0.24895752159427745,0.16443006621672135
8012,Indiana Jones and the Emperor's Tomb,XB,2003,Action,LucasArts,0.14,0.04,0.0,0.01,0.18,2000,0.7777777777777779,0.22222222222222224,0.0,0.05555555555555556,0,-0.3814273380418455,-0.12941415490477112
8014,Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003,Action,Vivendi Games,0.09,0.07,0.0,0.02,0.18,2000,0.5,0.38888888888888895,0.0,0.11111111111111112,2,-0.24895752159427745,0.16443006621672135
8023,Siren,PS2,2003,Adventure,Sony,0.09,0.07,0.0,0.02,0.18,2000,0.5,0.38888888888888895,0.0,0.11111111111111112,2,-0.24895752159427745,0.16443006621672135
8040,Amplitude,PS2,2003,Misc,Sony,0.09,0.07,0.0,0.02,0.18,2000,0.5,0.38888888888888895,0.0,0.11111111111111112,2,-0.24895752159427745,0.16443006621672135
8094,Tokyo Xtreme Racer DRIFT,PS2,2003,Racing,Genki,0.09,0.07,0.0,0.02,0.18,2000,0.5,0.38888888888888895,0.0,0.11111111111111112,2,-0.24895752159427745,0.16443006621672135
8130,Tiger Woods PGA Tour 2004,GBA,2003,Sports,Electronic Arts,0.13,0.05,0.0,0.0,0.18,2000,0.7222222222222223,0.2777777777777778,0.0,0.0,0,-0.3553138554955999,-0.059664825129242066
8158,EyeToy: Groove,PS2,2003,Misc,Sony,0.09,0.07,0.0,0.02,0.18,2000,0.5,0.38888888888888895,0.0,0.11111111111111112,2,-0.24895752159427745,0.16443006621672135
8172,Looney Tunes: Back in Action,GBA,2003,Platform,Electronic Arts,0.13,0.05,0.0,0.0,0.18,2000,0.7222222222222223,0.2777777777777778,0.0,0.0,0,-0.3553138554955999,-0.059664825129242066
8199,NHL 2004,XB,2003,Sports,Electronic Arts,0.13,0.04,0.0,0.01,0.18,2000,0.7222222222222223,0.22222222222222224,0.0,0.05555555555555556,0,-0.3490213688533654,-0.0970454703250764
8249,NBA Inside Drive 2004,XB,2003,Sports,Microsoft,0.13,0.04,0.0,0.01,0.17,2000,0.7647058823529411,0.23529411764705882,0.0,0.058823529411764705,0,-0.37606847226391465,-0.11154233741085863
8262,The Hobbit,GC,2003,Platform,Vivendi Games,0.13,0.03,0.0,0.0,0.17,2000,0.7647058823529411,0.1764705882352941,0.0,0.0,0,-0.3637503613419513,-0.16163535960172098
8267,Metal Arms: Glitch in the System,XB,2003,Shooter,Vivendi Games,0.13,0.04,0.0,0.01,0.17,2000,0.7647058823529411,0.23529411764705882,0.0,0.058823529411764705,0,-0.37606847226391465,-0.11154233741085863
8273,Exhibition Volume 02,XB,2003,Misc,Microsoft,0.13,0.04,0.0,0.01,0.17,2000,0.7647058823529411,0.23529411764705882,0.0,0.058823529411764705,0,-0.37606847226391465,-0.11154233741085863
8287,SWAT: Global Strike Team,XB,2003,Shooter,Vivendi Games,0.13,0.04,0.0,0.01,0.17,2000,0.7647058823529411,0.23529411764705882,0.0,0.058823529411764705,0,-0.37606847226391465,-0.11154233741085863
8290,Goblin Commander: Unleash the Horde,PS2,2003,Strategy,Jaleco,0.08,0.07,0.0,0.02,0.17,2000,0.47058823529411764,0.411764705882353,0.0,0.11764705882352941,2,-0.23580631367237223,0.199586837894251
8304,RoadKill,PS2,2003,Action,Midway Games,0.08,0.07,0.0,0.02,0.17,2000,0.47058823529411764,0.411764705882353,0.0,0.11764705882352941,2,-0.23580631367237223,0.199586837894251
8305,Hanjuku Eiyuu Tai 3D,PS2,2003,Role-Playing,Square Enix,0.0,0.0,0.17,0.0,0.17,2000,0.0,0.0,1.0,0.0,1,0.9053938490871125,-0.11813348991381564
8309,Looney Tunes: Back in Action,GC,2003,Platform,Warner Bros. Interactive Entertainment,0.13,0.03,0.0,0.0,0.17,2000,0.7647058823529411,0.1764705882352941,0.0,0.0,0,-0.3637503613419513,-0.16163535960172098
8316,Hunter: The Reckoning Redeemer,XB,2003,Action,Interplay,0.13,0.04,0.0,0.01,0.17,2000,0.7647058823529411,0.23529411764705882,0.0,0.058823529411764705,0,-0.37606847226391465,-0.11154233741085863
8342,Spawn: Armageddon,XB,2003,Action,Electronic Arts,0.13,0.04,0.0,0.01,0.17,2000,0.7647058823529411,0.23529411764705882,0.0,0.058823529411764705,0,-0.37606847226391465,-0.11154233741085863
8383,James Bond 007: Everything or Nothing,GBA,2003,Shooter,Electronic Arts,0.12,0.04,0.0,0.0,0.17,2000,0.7058823529411764,0.23529411764705882,0.0,0.0,0,-0.33892853059043127,-0.08252637031823014
8392,State of Emergency,XB,2003,Action,Take-Two Interactive,0.13,0.04,0.0,0.01,0.17,2000,0.7647058823529411,0.23529411764705882,0.0,0.058823529411764705,0,-0.37606847226391465,-0.11154233741085863
8403,Mega Man Network Transmission,GC,2003,Platform,Capcom,0.13,0.03,0.0,0.0,0.17,2000,0.7647058823529411,0.1764705882352941,0.0,0.0,0,-0.3637503613419513,-0.16163535960172098
8413,Backyard Wrestling: Don't Try This at Home,XB,2003,Fighting,Eidos Interactive,0.13,0.04,0.0,0.01,0.17,2000,0.7647058823529411,0.23529411764705882,0.0,0.058823529411764705,0,-0.37606847226391465,-0.11154233741085863
8417,Far East of Eden II: Manji Maru,PS2,2003,Role-Playing,Hudson Soft,0.0,0.0,0.17,0.0,0.17,2000,0.0,0.0,1.0,0.0,1,0.9053938490871125,-0.11813348991381564
8437,Midway Arcade Treasures,GC,2003,Misc,Midway Games,0.13,0.03,0.0,0.0,0.17,2000,0.7647058823529411,0.1764705882352941,0.0,0.0,0,-0.3637503613419513,-0.16163535960172098
8488,ESPN College Hoops,PS2,2003,Sports,Sega,0.08,0.06,0.0,0.02,0.16,2000,0.5,0.375,0.0,0.125,2,-0.2473843999337188,0.15508490491776278
8500,Kya: Dark Lineage,PS2,2003,Adventure,Atari,0.08,0.06,0.0,0.02,0.16,2000,0.5,0.375,0.0,0.125,2,-0.2473843999337188,0.15508490491776278
8508,Lethal Skies II,PS2,2003,Simulation,Sammy Corporation,0.08,0.06,0.0,0.02,0.16,2000,0.5,0.375,0.0,0.125,2,-0.2473843999337188,0.15508490491776278
8513,Tom and Jerry: Infurnal Escape,GBA,2003,Action,Ubisoft,0.12,0.04,0.0,0.0,0.16,2000,0.75,0.25,0.0,0.0,0,-0.36703527557270654,-0.09702184784644602
8521,Hot Wheels World Race,GC,2003,Racing,THQ Nordic,0.13,0.03,0.0,0.0,0.16,2000,0.8125,0.1875,0.0,0.0,0,-0.3934084707461966,-0.181075148960155
8525,Magic: The Gathering - Battlegrounds,XB,2003,Strategy,Atari,0.12,0.03,0.0,0.01,0.16,2000,0.75,0.1875,0.0,0.0625,0,-0.3599562281001928,-0.13907507369175964
8545,Fatal Frame II: Crimson Butterfly,PS2,2003,Action,Ubisoft,0.08,0.06,0.0,0.02,0.16,2000,0.5,0.375,0.0,0.125,2,-0.2473843999337188,0.15508490491776278
8551,Dynasty Warriors 4,XB,2003,Action,Tecmo Koei,0.12,0.03,0.0,0.01,0.16,2000,0.75,0.1875,0.0,0.0625,0,-0.3599562281001928,-0.13907507369175964
8552,Wakeboarding Unleashed Featuring Shaun Murray,PS2,2003,Sports,Activision Blizzard,0.08,0.06,0.0,0.02,0.16,2000,0.5,0.375,0.0,0.125,2,-0.2473843999337188,0.15508490491776278
8568,Intellivision Lives!,PS2,2003,Misc,Play It,0.08,0.06,0.0,0.02,0.16,2000,0.5,0.375,0.0,0.125,2,-0.2473843999337188,0.15508490491776278
8602,Black & Bruised,PS2,2003,Fighting,Vivendi Games,0.08,0.06,0.0,0.02,0.16,2000,0.5,0.375,0.0,0.125,2,-0.2473843999337188,0.15508490491776278
8643,F-Zero: GP Legend,GBA,2003,Racing,Nintendo,0.11,0.04,0.0,0.0,0.16,2000,0.6875,0.25,0.0,0.0,0,-0.3305785602356666,-0.06060707769428947
8671,Tiger Woods PGA Tour 2004,GC,2003,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.16,2000,0.75,0.1875,0.0,0.0,0,-0.3569517554091567,-0.14466037880799848
8693,Battlestar Galactica,PS2,2003,Shooter,Vivendi Games,0.08,0.06,0.0,0.02,0.16,2000,0.5,0.375,0.0,0.125,2,-0.2473843999337188,0.15508490491776278
8723,Digimon Battle Spirit 2,GBA,2003,Fighting,Namco Bandai Games,0.11,0.04,0.0,0.0,0.15,2000,0.7333333333333334,0.26666666666666666,0.0,0.0,0,-0.3600024235264426,-0.07460763421612365
8729,"Warhammer 40,000: Fire Warrior",PS2,2003,Shooter,THQ Nordic,0.08,0.06,0.0,0.02,0.15,2000,0.5333333333333333,0.4,0.0,0.13333333333333333,2,-0.2712619858710316,0.1554638139033988
8738,Burnout 2: Point of Impact,GC,2003,Racing,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15,2000,0.8,0.2,0.0,0.0,0,-0.3881338317114986,-0.16426448873741326
8751,NCAA Football 2004,GC,2003,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.15,2000,0.8,0.2,0.0,0.0,0,-0.3881338317114986,-0.16426448873741326
8793,Frogger's Adventures: The Rescue,GC,2003,Platform,Konami Digital Entertainment,0.12,0.03,0.0,0.0,0.15,2000,0.8,0.2,0.0,0.0,0,-0.3881338317114986,-0.16426448873741326
8814,Prince of Persia: The Sands of Time,GBA,2003,Action,Ubisoft,0.11,0.04,0.0,0.0,0.15,2000,0.7333333333333334,0.26666666666666666,0.0,0.0,0,-0.3600024235264426,-0.07460763421612365
8816,Zoids: Battle Legends,GC,2003,Action,Tomy Corporation,0.12,0.03,0.0,0.0,0.15,2000,0.8,0.2,0.0,0.0,0,-0.3881338317114986,-0.16426448873741326
8817,World Series Baseball 2K3,XB,2003,Sports,Sega,0.11,0.03,0.0,0.01,0.15,2000,0.7333333333333334,0.2,0.0,0.06666666666666667,0,-0.35245143955576125,-0.11946440845112483
8873,Ford Racing 2,XB,2003,Racing,Empire Interactive,0.11,0.03,0.0,0.01,0.15,2000,0.7333333333333334,0.2,0.0,0.06666666666666667,0,-0.35245143955576125,-0.11946440845112483
8921,Fugitive Hunter: War on Terror,PS2,2003,Shooter,Play It,0.07,0.06,0.0,0.02,0.15,2000,0.46666666666666673,0.4,0.0,0.13333333333333333,2,-0.2323748228448557,0.19430623539903244
8929,Phantasy Star Online Episode I & II,XB,2003,Role-Playing,Sega,0.11,0.03,0.0,0.01,0.15,2000,0.7333333333333334,0.2,0.0,0.06666666666666667,0,-0.35245143955576125,-0.11946440845112483
8955,Medal of Honor: Infiltrator,GBA,2003,Shooter,Electronic Arts,0.11,0.04,0.0,0.0,0.15,2000,0.7333333333333334,0.26666666666666666,0.0,0.0,0,-0.3600024235264426,-0.07460763421612365
8970,Tom Clancy's Ghost Recon,GC,2003,Shooter,Ubisoft,0.11,0.03,0.0,0.0,0.15,2000,0.7333333333333334,0.2,0.0,0.0,0,-0.34924666868532267,-0.12542206724177957
8984,Boktai: The Sun is in Your Hand,GBA,2003,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.15,2000,0.6666666666666667,0.26666666666666666,0.0,0.0,0,-0.3211152605002667,-0.03576521272049002
8996,Grabbed by the Ghoulies,XB,2003,Action,Microsoft,0.11,0.03,0.0,0.01,0.14,2000,0.7857142857142857,0.21428571428571425,0.0,0.07142857142857142,0,-0.38553935589017074,-0.1386690997785782
9017,Rayman 3,GBA,2003,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.14,2000,0.7142857142857143,0.2857142857142857,0.0,0.0,0,-0.3519648783307123,-0.04899139006718375
9055,Mojo!,PS2,2003,Puzzle,Mindscape,0.07,0.05,0.0,0.02,0.14,2000,0.5,0.35714285714285715,0.0,0.14285714285714285,2,-0.24536181494157205,0.14306969753338747
9077,Terminator 3: Rise of the Machines,XB,2003,Action,Atari,0.11,0.03,0.0,0.01,0.14,2000,0.7857142857142857,0.21428571428571425,0.0,0.07142857142857142,0,-0.38553935589017074,-0.1386690997785782
9078,Star Wars: Knights of the Old Republic,PC,2003,Role-Playing,LucasArts,0.01,0.1,0.0,0.02,0.14,2000,0.07142857142857142,0.7142857142857143,0.0,0.14285714285714285,2,-0.05299302499358324,0.6649911554999035
9117,Scooby-Doo! Night of 100 Frights,XB,2003,Platform,THQ Nordic,0.11,0.03,0.0,0.01,0.14,2000,0.7857142857142857,0.21428571428571425,0.0,0.07142857142857142,0,-0.38553935589017074,-0.1386690997785782
9122,Sphinx and the Cursed Mummy,GC,2003,Action,THQ Nordic,0.11,0.03,0.0,0.0,0.14,2000,0.7857142857142857,0.21428571428571425,0.0,0.0,0,-0.38210567281470076,-0.14505230562570834
9182,Jim Henson's the Muppets: On With the Show!,GBA,2003,Action,TDK Mediactive,0.1,0.04,0.0,0.0,0.14,2000,0.7142857142857143,0.2857142857142857,0.0,0.0,0,-0.3519648783307123,-0.04899139006718375
9194,Dino Crisis 3,XB,2003,Action,Capcom,0.08,0.03,0.03,0.0,0.14,2000,0.5714285714285714,0.21428571428571425,0.21428571428571425,0.0,0,-0.0868366930960339,-0.07753054225696553
9289,Hot Wheels: World Race,GBA,2003,Racing,THQ Nordic,0.1,0.04,0.0,0.0,0.14,2000,0.7142857142857143,0.2857142857142857,0.0,0.0,0,-0.3519648783307123,-0.04899139006718375
9293,NBA Jam,XB,2003,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14,2000,0.7142857142857143,0.21428571428571425,0.0,0.0,0,-0.3404408552866551,-0.10343542545181514
9299,Apex,XB,2003,Racing,Atari,0.1,0.03,0.0,0.0,0.14,2000,0.7142857142857143,0.21428571428571425,0.0,0.0,0,-0.3404408552866551,-0.10343542545181514
9325,Gladius,XB,2003,Strategy,Activision Blizzard,0.1,0.03,0.0,0.0,0.14,2000,0.7142857142857143,0.21428571428571425,0.0,0.0,0,-0.3404408552866551,-0.10343542545181514
9333,Spy Hunter 2,XB,2003,Racing,Midway Games,0.1,0.03,0.0,0.0,0.13,2000,0.7692307692307693,0.23076923076923075,0.0,0.0,0,-0.3751501048568574,-0.12288440203527959
9336,Final Fantasy XI: Rise of the Zilart,PS2,2003,Role-Playing,Square Enix,0.0,0.0,0.13,0.0,0.13,2000,0.0,0.0,1.0,0.0,1,0.9053938490871125,-0.11813348991381564
9337,James Bond 007: Nightfire,GBA,2003,Shooter,Electronic Arts,0.1,0.04,0.0,0.0,0.13,2000,0.7692307692307693,0.3076923076923077,0.0,0.0,0,-0.3875605912119958,-0.06425236392875351
9392,Rogue Ops,XB,2003,Action,Kemco,0.1,0.03,0.0,0.0,0.13,2000,0.7692307692307693,0.23076923076923075,0.0,0.0,0,-0.3751501048568574,-0.12288440203527959
9457,Mission: Impossible - Operation Surma,XB,2003,Platform,Atari,0.1,0.03,0.0,0.0,0.13,2000,0.7692307692307693,0.23076923076923075,0.0,0.0,0,-0.3751501048568574,-0.12288440203527959
9501,RollerCoaster Tycoon,XB,2003,Strategy,Atari,0.1,0.03,0.0,0.0,0.13,2000,0.7692307692307693,0.23076923076923075,0.0,0.0,0,-0.3751501048568574,-0.12288440203527959
9503,Hitman 2: Silent Assassin,GC,2003,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13,2000,0.7692307692307693,0.23076923076923075,0.0,0.0,0,-0.3751501048568574,-0.12288440203527959
9509,"Crouching Tiger, Hidden Dragon",PS2,2003,Action,Ubisoft,0.06,0.05,0.0,0.02,0.13,2000,0.4615384615384615,0.38461538461538464,0.0,0.15384615384615385,2,-0.22788748868579548,0.18740083213605443
9511,Iridion II,GBA,2003,Shooter,Vivendi Games,0.09,0.03,0.0,0.0,0.13,2000,0.6923076923076923,0.23076923076923075,0.0,0.0,0,-0.33028030136511577,-0.0780662233864715
9515,Whiplash,PS2,2003,Racing,Eidos Interactive,0.06,0.05,0.0,0.02,0.13,2000,0.4615384615384615,0.38461538461538464,0.0,0.15384615384615385,2,-0.22788748868579548,0.18740083213605443
9529,Alter Echo,PS2,2003,Shooter,THQ Nordic,0.06,0.05,0.0,0.02,0.13,2000,0.4615384615384615,0.38461538461538464,0.0,0.15384615384615385,2,-0.22788748868579548,0.18740083213605443
9554,Backyard Baseball,GC,2003,Sports,Atari,0.1,0.03,0.0,0.0,0.13,2000,0.7692307692307693,0.23076923076923075,0.0,0.0,0,-0.3751501048568574,-0.12288440203527959
9564,All-Star Baseball 2004,XB,2003,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.13,2000,0.7692307692307693,0.23076923076923075,0.0,0.0,0,-0.3751501048568574,-0.12288440203527959
9582,Star Wars: Clone Wars,XB,2003,Shooter,LucasArts,0.1,0.03,0.0,0.0,0.13,2000,0.7692307692307693,0.23076923076923075,0.0,0.0,0,-0.3751501048568574,-0.12288440203527959
9637,Freedom Fighters,GC,2003,Shooter,Electronic Arts,0.1,0.03,0.0,0.0,0.13,2000,0.7692307692307693,0.23076923076923075,0.0,0.0,0,-0.3751501048568574,-0.12288440203527959
9651,Armed and Dangerous,XB,2003,Shooter,LucasArts,0.09,0.03,0.0,0.0,0.13,2000,0.6923076923076923,0.23076923076923075,0.0,0.0,0,-0.33028030136511577,-0.0780662233864715
9660,Monster Truck Madness,GBA,2003,Racing,THQ Nordic,0.09,0.03,0.0,0.0,0.12,2000,0.75,0.25,0.0,0.0,0,-0.36703527557270654,-0.09702184784644602
9683,Worms 3D,PS2,2003,Strategy,Sega,0.06,0.05,0.0,0.02,0.12,2000,0.5,0.4166666666666667,0.0,0.16666666666666669,2,-0.2561097285034429,0.19056746230295696
9731,MotoGP 3 - Official Game of MotoGP,PS2,2003,Racing,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12,2000,0.5,0.4166666666666667,0.0,0.16666666666666669,2,-0.2561097285034429,0.19056746230295696
9757,Red Faction II,XB,2003,Shooter,THQ Nordic,0.09,0.03,0.0,0.0,0.12,2000,0.75,0.25,0.0,0.0,0,-0.36703527557270654,-0.09702184784644602
9760,Voodoo Vince,XB,2003,Platform,Microsoft,0.09,0.03,0.0,0.0,0.12,2000,0.75,0.25,0.0,0.0,0,-0.36703527557270654,-0.09702184784644602
9790,SSX 3,GBA,2003,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12,2000,0.75,0.25,0.0,0.0,0,-0.36703527557270654,-0.09702184784644602
9806,X2: Wolverine's Revenge,GC,2003,Platform,Activision Blizzard,0.09,0.02,0.0,0.0,0.12,2000,0.75,0.16666666666666669,0.0,0.0,0,-0.3535905820213066,-0.16053988912851586
9848,IndyCar Series,PS2,2003,Racing,Codemasters,0.06,0.05,0.0,0.02,0.12,2000,0.5,0.4166666666666667,0.0,0.16666666666666669,2,-0.2561097285034429,0.19056746230295696
9853,Gladiator: Sword of Vengeance,PS2,2003,Action,Acclaim Entertainment,0.06,0.05,0.0,0.02,0.12,2000,0.5,0.4166666666666667,0.0,0.16666666666666669,2,-0.2561097285034429,0.19056746230295696
9857,Ultimate Card Games,GBA,2003,Misc,Telegames,0.09,0.03,0.0,0.0,0.12,2000,0.75,0.25,0.0,0.0,0,-0.36703527557270654,-0.09702184784644602
9875,Onimusha: Blade Warriors,PS2,2003,Fighting,Capcom,0.06,0.05,0.0,0.02,0.12,2000,0.5,0.4166666666666667,0.0,0.16666666666666669,2,-0.2561097285034429,0.19056746230295696
9877,Disney's Extreme Skate Adventure,GC,2003,Sports,Activision Blizzard,0.09,0.02,0.0,0.0,0.12,2000,0.75,0.16666666666666669,0.0,0.0,0,-0.3535905820213066,-0.16053988912851586
9890,MLB Inside Pitch 2003,XB,2003,Sports,Microsoft,0.09,0.03,0.0,0.0,0.12,2000,0.75,0.25,0.0,0.0,0,-0.36703527557270654,-0.09702184784644602
9940,Nightshade,PS2,2003,Action,Sega,0.06,0.04,0.0,0.01,0.12,2000,0.5,0.33333333333333337,0.0,0.08333333333333334,2,-0.23865907136399478,0.11960234753256863
9947,Buffy the Vampire Slayer: Chaos Bleeds,XB,2003,Action,Vivendi Games,0.09,0.03,0.0,0.0,0.12,2000,0.75,0.25,0.0,0.0,0,-0.36703527557270654,-0.09702184784644602
9996,Sphinx and the Cursed Mummy,XB,2003,Action,THQ Nordic,0.09,0.02,0.0,0.0,0.12,2000,0.75,0.16666666666666669,0.0,0.0,0,-0.3535905820213066,-0.16053988912851586
10011,Smash Cars,PS2,2003,Racing,Metro 3D,0.06,0.04,0.0,0.01,0.11,2000,0.5454545454545454,0.36363636363636365,0.0,0.09090909090909091,2,-0.27042620413581003,0.11689335456887277
10056,Growlanser Generations,PS2,2003,Role-Playing,Atlus,0.06,0.04,0.0,0.01,0.11,2000,0.5454545454545454,0.36363636363636365,0.0,0.09090909090909091,2,-0.27042620413581003,0.11689335456887277
10057,Mega Man Battle Chip Challenge,GBA,2003,Misc,Capcom,0.08,0.03,0.0,0.0,0.11,2000,0.7272727272727273,0.2727272727272727,0.0,0.0,0,-0.35744502278234663,-0.0664570110778246
10072,Batman: Dark Tomorrow,XB,2003,Action,Kemco,0.08,0.02,0.0,0.0,0.11,2000,0.7272727272727273,0.18181818181818182,0.0,0.0,0,-0.3427780843626375,-0.13574941974917354
10086,Batman: Rise of Sin Tzu,XB,2003,Action,Ubisoft,0.08,0.02,0.0,0.0,0.11,2000,0.7272727272727273,0.18181818181818182,0.0,0.0,0,-0.3427780843626375,-0.13574941974917354
10150,The Fairly Odd Parents: Breakin Da Rules,XB,2003,Platform,THQ Nordic,0.08,0.02,0.0,0.0,0.11,2000,0.7272727272727273,0.18181818181818182,0.0,0.0,0,-0.3427780843626375,-0.13574941974917354
10173,ESPN NHL Hockey,XB,2003,Sports,Sega,0.08,0.02,0.0,0.0,0.11,2000,0.7272727272727273,0.18181818181818182,0.0,0.0,0,-0.3427780843626375,-0.13574941974917354
10191,Disney's Extreme Skate Adventure,XB,2003,Sports,Activision Blizzard,0.08,0.02,0.0,0.0,0.11,2000,0.7272727272727273,0.18181818181818182,0.0,0.0,0,-0.3427780843626375,-0.13574941974917354
10194,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GC,2003,Action,THQ Nordic,0.09,0.02,0.0,0.0,0.11,2000,0.8181818181818181,0.18181818181818182,0.0,0.0,0,-0.3958060339437867,-0.1887163581523103
10202,Naval Ops: Warship Gunner,PS2,2003,Simulation,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,2000,0.4545454545454546,0.36363636363636365,0.0,0.09090909090909091,2,-0.2173982545546609,0.16986029297200955
10215,The King of Fighters 2000/2001,PS2,2003,Fighting,Ignition Entertainment,0.05,0.04,0.0,0.01,0.11,2000,0.4545454545454546,0.36363636363636365,0.0,0.09090909090909091,2,-0.2173982545546609,0.16986029297200955
10256,NHL Rivals 2004,XB,2003,Sports,Microsoft,0.08,0.02,0.0,0.0,0.11,2000,0.7272727272727273,0.18181818181818182,0.0,0.0,0,-0.3427780843626375,-0.13574941974917354
10281,Dynasty Tactics 2,PS2,2003,Strategy,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,2000,0.4545454545454546,0.36363636363636365,0.0,0.09090909090909091,2,-0.2173982545546609,0.16986029297200955
10303,Dr. Seuss' The Cat in the Hat,XB,2003,Misc,Vivendi Games,0.08,0.02,0.0,0.0,0.11,2000,0.7272727272727273,0.18181818181818182,0.0,0.0,0,-0.3427780843626375,-0.13574941974917354
10310,Starsky & Hutch,GC,2003,Racing,BAM! Entertainment,0.08,0.02,0.0,0.0,0.11,2000,0.7272727272727273,0.18181818181818182,0.0,0.0,0,-0.3427780843626375,-0.13574941974917354
10374,Mace Griffin: Bounty Hunter,XB,2003,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,0.11,2000,0.7272727272727273,0.18181818181818182,0.0,0.0,0,-0.3427780843626375,-0.13574941974917354
10416,SimCity 2000,GBA,2003,Simulation,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11,2000,0.7272727272727273,0.2727272727272727,0.0,0.0,0,-0.35744502278234663,-0.0664570110778246
10434,UFC: Tapout 2,XB,2003,Fighting,Capcom,0.08,0.02,0.0,0.0,0.1,2000,0.7999999999999999,0.19999999999999998,0.0,0.0,0,-0.3881338317114986,-0.16426448873741317
10440,Jikkyou Powerful Pro Yakyuu 10,GC,2003,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,2000,0.0,0.0,1.0,0.0,1,0.9053938490871125,-0.11813348991381564
10441,Vexx,XB,2003,Platform,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.1,2000,0.7999999999999999,0.19999999999999998,0.0,0.0,0,-0.3881338317114986,-0.16426448873741317
10442,F1 Career Challenge,PS2,2003,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.1,2000,0.5,0.39999999999999997,0.0,0.09999999999999999,2,-0.2502160189227243,0.17190619525588816
